,Time,ID,lat1,lon1
554,2020-03-17 11:54:48,01227A84-9AEB-4C47-8250-640D0A4845AB,39.51583,-76.350009
570,2020-03-17 11:19:15,756BAD61-85DA-4312-AB0E-7CE0F1AC8509,39.51572,-76.34309
585,2020-03-17 11:28:12,9345002C-87F6-4B35-960B-4B8ACB9382D8,39.52022,-76.345079
588,2020-03-17 11:22:07,CB2B538B-B2B9-40D0-AA4B-58BB79035858,39.51538,-76.34595999999999
602,2020-03-17 11:52:20,509589AF-7820-4D74-9D18-D514568B72A6,39.52074,-76.34515999999999
609,2020-03-17 11:35:46,E9B2D72B-67E0-404F-813D-EB10FFE2BB9D,39.51608,-76.34314
625,2020-03-17 11:00:53,95059C34-A1E8-472A-8DBD-FBF461505BE7,39.51773,-76.351179
626,2020-03-17 11:00:59,9FC0494A-2E5E-470D-A074-9C230D6025D8,39.51961,-76.35213
641,2020-03-17 11:44:52,2058F432-1C77-47D8-902F-443DFFCF9799,39.520794,-76.348019
671,2020-03-17 11:29:46,51FA9DAD-D47B-429F-8E47-508EBF5B9B50,39.520919,-76.34532
